-0.999879;0.996584
-0.998912;0.969653
-0.996978;0.917866
-0.994080;0.845200
-0.990220;0.757207
-0.985402;0.660565
-0.979631;0.562528
-0.972912;0.470341
-0.965252;0.390669
-0.956658;0.329074
-0.947138;0.289593
-0.936702;0.274453
-0.925360;0.283940
-0.913123;0.316437
-0.900003;0.368607
-0.886011;0.435728
-0.871163;0.512121
-0.855472;0.591646
-0.838953;0.668225
-0.821622;0.736327
-0.803497;0.791390
-0.784594;0.830143
-0.764933;0.850796
-0.744531;0.853094
-0.723409;0.838227
-0.701587;0.808619
-0.679086;0.767619
-0.655929;0.719123
-0.632136;0.667163
-0.607733;0.615520
-0.582741;0.567372
-0.557186;0.525035
-0.531091;0.489800
-0.504483;0.461884
-0.477387;0.440502
-0.449828;0.424035
-0.421835;0.410286
-0.393434;0.396788
-0.364652;0.381123
-0.335517;0.361239
-0.306057;0.335710
-0.276302;0.303923
-0.246279;0.266173
-0.216018;0.223655
-0.185548;0.178357
-0.154898;0.132864
-0.124099;0.090100
-0.093179;0.053028
-0.062170;0.024345
-0.031100;0.006206
0.000000;0.000000
0.031100;0.006206
0.062170;0.024345
0.093179;0.053028
0.124099;0.090100
0.154898;0.132864
0.185548;0.178357
0.216018;0.223655
0.246279;0.266173
0.276302;0.303923
0.306057;0.335710
0.335517;0.361239
0.364652;0.381123
0.393434;0.396788
0.421835;0.410287
0.449828;0.424035
0.477387;0.440502
0.504483;0.461884
0.531091;0.489800
0.557186;0.525035
0.582741;0.567372
0.607733;0.615520
0.632136;0.667163
0.655929;0.719123
0.679086;0.767620
0.701587;0.808619
0.723409;0.838227
0.744531;0.853094
0.764933;0.850797
0.784594;0.830143
0.803497;0.791390
0.821622;0.736327
0.838953;0.668225
0.855472;0.591646
0.871163;0.512121
0.886011;0.435728
0.900003;0.368607
0.913123;0.316437
0.925360;0.283940
0.936702;0.274453
0.947138;0.289593
0.956658;0.329075
0.965252;0.390669
0.972912;0.470341
0.979631;0.562528
0.985402;0.660565
0.990220;0.757207
0.994080;0.845200
0.996978;0.917866
0.998912;0.969654
0.999879;0.996584
